"household","dtxsid","total.used","dir.derm.exp","dir.derm.max","dir.derm.abs","dir.inhal.exp","dir.inhal.max","dir.inhal.mass","dir.inhal.abs","dir.ingest.exp","dir.ingest.abs","dir.release","ind.derm.exp","ind.derm.pr.exp","ind.derm.ar.exp","ind.derm.max","ind.derm.abs","ind.inhal.exp","ind.inhal.pr.exp","ind.inhal.ar.exp","ind.inhal.amb.in","ind.inhal.amb.out","ind.inhal.max","ind.inhal.mass","ind.inhal.abs","ind.ingest.exp","ind.ingest.abs","out.sur","out.air","drain","waste","food.ing","food.abs"
20,"DTXSID3020205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"DTXSID7021360",749434.608,0,0,0,0,0,0,0,0,0,0,0.0402587576243062,0.0402587576243062,0,2.0618685764122e-05,2.68710265500966e-05,0.00621880385680258,0.00621880385680258,0,0,0,2.26735135838201,0.107776194960928,0.0172441911937485,4.98841098740631e-09,4.98688166031944e-09,0,1199.4938406227,0,22.3877563832759,0,0
20,"DTXSID8020462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"DTXSID8020913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"DTXSID2021781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"DTXSID3020205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"DTXSID7021360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"DTXSID8020462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"DTXSID8020913",1429.60652016,0.0196374522,3.71909623695735e-05,8.54482832993261e-05,0.000302977676177908,0.0131848852733813,0.0152700748793666,0.00244321198069865,0,0,3.92749044,0.0730781475318805,0.0730781475318805,0,1.69898871067246e-05,0.000317984054266849,0.00127284457339889,0.00127284457339889,0,0,0,0.00249068513980286,0.0260630745629514,0.00417009193007223,6.53413570526952e-08,6.5322572588687e-08,0,0.228377650697129,0,0.403167423869804,0,0
22,"DTXSID2021781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
