"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.1400.010.050.F",92894,16,"DTXSID7021360",0.04
"HM.2000.040.050.F",95141,51,"DTXSID7021360",0.564
"EL.0300.050.099.F",97195,64,"DTXSID8020462",0.02525409
