"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.030.099.F",95206,15,"DTXSID7021360",0.028
"HM.0800.010.099.F",87074,71,"DTXSID7021360",0.38
"HM.1400.040.099.F",89992,0,"DTXSID7021360",0.01
"VE.0100.010.099.F",81686,32,"DTXSID7021360",0.22
"CP.1200.060.099.F",58484,89,"DTXSID8020462",0.039034854
"HM.1400.010.099.F",89200,86,"DTXSID8020913",0.008945691
