"puc","product_id","formulation_id","chemical","mass.fraction"
"VE.0100.020.099.F",82773,37,"DTXSID2021781",0.042578142
"VE.0400.040.099.F",83262,8,"DTXSID7021360",0.224799572
"AC.0500.040.099.F",76832,35,"DTXSID8020913",0.001896347
