"puc","product_id","formulation_id","chemical","mass.fraction"
"VE.0100.020.099.F",82773,28,"DTXSID2021781",0.038624178
"VE.0500.050.099.F",85352,75,"DTXSID7021360",1.46e-05
"AC.0500.040.099.F",77332,99,"DTXSID8020913",0.00370942
