"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.1400.040.099.F",89992,81,"DTXSID7021360",0.01
"CP.1200.060.099.F",67970,97,"DTXSID8020462",0.031416344
"EL.0300.050.099.F",96742,9,"DTXSID8020462",0.025818311
