"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.030.099.F",95206,45,"DTXSID7021360",0.028
"HM.1400.010.050.F",93062,24,"DTXSID7021360",0.05
"HM.1400.040.099.F",90001,39,"DTXSID7021360",0.676
"VE.0500.050.099.F",85614,69,"DTXSID7021360",0.000714801
"HM.0800.010.099.F",87026,51,"DTXSID8020913",0.001
