"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.010.050.F",76303,54,"DTXSID2021781",0.02150678
"CP.1200.060.052.F",1270,37,"DTXSID8020462",0.012897246
"AC.0500.040.099.F",76741,57,"DTXSID8020913",0.007693655
