"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.040.099.F",76880,67,"DTXSID7021360",0.197607014
"VE.0500.050.099.F",85625,99,"DTXSID7021360",3.27e-05
"CP.1200.030.099.F",1430,3,"DTXSID8020462",0.006070069
