"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.010.050.F",76303,8,"DTXSID2021781",0.028677343
"HM.0100.030.099.F",95206,47,"DTXSID7021360",0.028
"AC.0500.040.099.F",76672,53,"DTXSID8020913",0.008979483
