"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.040.099.F",76420,80,"DTXSID3020205",0.043658337
"AC.0500.040.099.F",76420,80,"DTXSID7021360",0.02434897
"HM.1400.050.099.F",94032,20,"DTXSID7021360",0.11
"VE.0400.040.099.F",83240,81,"DTXSID7021360",0.336305401
"HM.0800.010.099.F",87026,90,"DTXSID8020913",0.001
"HM.1400.050.099.F",94032,20,"DTXSID8020913",0.002
