"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.040.099.F",76843,67,"DTXSID3020205",0.014836172
"AC.0500.040.099.F",76843,67,"DTXSID7021360",0.09663738
"VE.0100.010.050.F",81861,40,"DTXSID7021360",0.1
"CP.1200.060.052.F",2641,32,"DTXSID8020462",0.000450078
