"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.030.099.F",95206,35,"DTXSID7021360",0.028
"AC.0500.040.099.F",77033,56,"DTXSID8020913",0.008021099
"VE.0500.020.099.F",80340,4,"DTXSID8020913",0.012213203
