"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.040.099.F",76865,2,"DTXSID7021360",0.08632782
"HM.1400.040.099.F",90012,25,"DTXSID7021360",0.59
"VE.0500.050.099.F",85512,59,"DTXSID7021360",9.07e-05
