"puc","product_id","formulation_id","chemical","mass.fraction"
"VE.0400.040.099.F",83262,49,"DTXSID7021360",0.131766722
"AC.0700.020.099.F",79364,67,"DTXSID8020462",0.35
"AC.0500.040.099.F",77022,16,"DTXSID8020913",0.005988403
