"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.010.050.F",76303,78,"DTXSID2021781",0.041391382
"HM.1400.040.099.F",90034,83,"DTXSID7021360",0.676
"AC.0700.020.099.F",79364,22,"DTXSID8020462",0.35
