"puc","product_id","formulation_id","chemical","mass.fraction"
"VE.0100.020.099.F",82773,35,"DTXSID2021781",0.024088687
"HM.0100.030.099.F",95206,88,"DTXSID7021360",0.028
"CP.1200.060.052.F",2721,24,"DTXSID8020462",0.000409878
