"daynum","ind.derm.exp1","ind.derm.exp2","ind.derm.exp3","ind.derm.exp4","ind.derm.exp5","ind.derm.pr.exp1","ind.derm.pr.exp2","ind.derm.pr.exp3","ind.derm.pr.exp4","ind.derm.pr.exp5","ind.derm.ar.exp1","ind.derm.ar.exp2","ind.derm.ar.exp3","ind.derm.ar.exp4","ind.derm.ar.exp5","ind.derm.max1","ind.derm.max2","ind.derm.max3","ind.derm.max4","ind.derm.max5","ind.derm.abs1","ind.derm.abs2","ind.derm.abs3","ind.derm.abs4","ind.derm.abs5","ind.inhal.exp1","ind.inhal.exp2","ind.inhal.exp3","ind.inhal.exp4","ind.inhal.exp5","ind.inhal.pr.exp1","ind.inhal.pr.exp2","ind.inhal.pr.exp3","ind.inhal.pr.exp4","ind.inhal.pr.exp5","ind.inhal.ar.exp1","ind.inhal.ar.exp2","ind.inhal.ar.exp3","ind.inhal.ar.exp4","ind.inhal.ar.exp5","ind.inhal.amb.in1","ind.inhal.amb.in2","ind.inhal.amb.in3","ind.inhal.amb.in4","ind.inhal.amb.in5","ind.inhal.amb.out1","ind.inhal.amb.out2","ind.inhal.amb.out3","ind.inhal.amb.out4","ind.inhal.amb.out5","ind.inhal.max1","ind.inhal.max2","ind.inhal.max3","ind.inhal.max4","ind.inhal.max5","ind.inhal.mass1","ind.inhal.mass2","ind.inhal.mass3","ind.inhal.mass4","ind.inhal.mass5","ind.inhal.abs1","ind.inhal.abs2","ind.inhal.abs3","ind.inhal.abs4","ind.inhal.abs5","ind.ingest.exp1","ind.ingest.exp2","ind.ingest.exp3","ind.ingest.exp4","ind.ingest.exp5","ind.ingest.abs1","ind.ingest.abs2","ind.ingest.abs3","ind.ingest.abs4","ind.ingest.abs5"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0.587820564349754,0,0,0,0,0.587820564349754,0,0,0,0,0,0,0,0,0,0.000127246470842279,0,0,0,0,0.000392587803480214,0,0,0,0,0.985766064501484,0,0,0,0,0.985766064501484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.869013866485,0,0,0,0,22.7711960899843,0,0,0,0,3.64339137439749,0,0,0,0,2.85701159882828e-07,0,0,0,0,2.85613570764036e-07,0,0
11,0,0,0.863394258382766,0,0,0,0,0.863394258382766,0,0,0,0,0,0,0,0,0,0.000118684074832853,0,0,0,0,0.000576635245503657,0,0,0,0,0.0464458188988726,0,0,0,0,0.0464458188988726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817591514265829,0,0,0,0,0.926849837445084,0,0,0,0,0.148295973991213,0,0,0,0,4.19639522698562e-07,0,0,0,0,4.19510871292252e-07,0,0
12,0,0,0.528138884774241,0,0,0,0,0.528138884774241,0,0,0,0,0,0,0,0,0,7.47984707350522e-05,0,0,0,0,0.000352728191698038,0,0,0,0,0.0280454456346007,0,0,0,0,0.0280454456346007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358083343125849,0,0,0,0,0.550760027950595,0,0,0,0,0.0881216044720953,0,0,0,0,2.56693795879935e-07,0,0,0,0,2.56615099722769e-07,0,0
13,0,0,0.278595816509482,0,0,0,0,0.278595816509482,0,0,0,0,0,0,0,0,0,3.95699080519007e-05,0,0,0,0,0.000186065827389389,0,0,0,0,0.0175447679122015,0,0,0,0,0.0175447679122015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021634905491401,0,0,0,0,0.319594150510033,0,0,0,0,0.0511350640816052,0,0,0,0,1.35407219043639e-07,0,0,0,0,1.35365706440053e-07,0,0
14,0,0,0.213653192141493,0,0,0,0,0.213653192141493,0,0,0,0,0,0,0,0,0,2.96258378847134e-05,0,0,0,0,0.000142692587664316,0,0,0,0,0.0110935021912845,0,0,0,0,0.0110935021912845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141827983651051,0,0,0,0,0.220249712166012,0,0,0,0,0.0352399539465619,0,0,0,0,1.0384285360111e-07,0,0,0,0,1.03811017874424e-07,0,0
15,0,0,0.114974632495976,0,0,0,0,0.114974632495976,0,0,0,0,0,0,0,0,0,1.59780063935777e-05,0,0,0,0,7.67881240723026e-05,0,0,0,0,0.00693495714899913,0,0,0,0,0.00693495714899913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00856905490045582,0,0,0,0,0.128646020407311,0,0,0,0,0.0205833632651697,0,0,0,0,5.58816547997754e-08,0,0,0,0,5.58645228255735e-08,0,0
16,0,0,0.0699949180970571,0,0,0,0,0.0699949180970571,0,0,0,0,0,0,0,0,0,9.86351990744231e-06,0,0,0,0,4.67475158527305e-05,0,0,0,0,0.00434243384655615,0,0,0,0,0.00434243384655615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544529234463974,0,0,0,0,0.0795899715901693,0,0,0,0,0.0127343954544271,0,0,0,0,3.40199552364319e-08,0,0,0,0,3.40095255346353e-08,0,0
17,0,0,0.0520903517545328,0,0,0,0,0.0520903517545328,0,0,0,0,0,0,0,0,0,6.45178876782723e-06,0,0,0,0,3.47895905963167e-05,0,0,0,0,0.00275412291875025,0,0,0,0,0.00275412291875025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347643383702025,0,0,0,0,0.0542002727200461,0,0,0,0,0.00867204363520738,0,0,0,0,2.53177156730427e-08,0,0,0,0,2.53099538690425e-08,0,0
18,0,0,0.0278212858198474,0,0,0,0,0.0278212858198474,0,0,0,0,0,0,0,0,0,3.98280895516824e-06,0,0,0,0,1.85810060968033e-05,0,0,0,0,0.00171932416675777,0,0,0,0,0.00171932416675777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213599292390956,0,0,0,0,0.0315601370192883,0,0,0,0,0.00504962192308614,0,0,0,0,1.3522108803653e-08,0,0,0,0,1.35179632496244e-08,0,0
19,0,0,0.0209148580461116,0,0,0,0,0.0209148580461116,0,0,0,0,0,0,0,0,0,2.63243683225757e-06,0,0,0,0,1.39684092024006e-05,0,0,0,0,0.00109420313289542,0,0,0,0,0.00109420313289542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139465605112276,0,0,0,0,0.0216454020745999,0,0,0,0,0.00346326433193598,0,0,0,0,1.01653456257842e-08,0,0,0,0,1.01622291747837e-08,0,0
