"house.num","DTXSID2021781","DTXSID3020205","DTXSID7021360","DTXSID8020462","DTXSID8020913"
295,243917.9565771,0,154.865022,2262577.13411103,2498.18120019
296,0,0,124938,71144.826145536,0
297,0,0,0,0,0
298,0,0,0,12740.11052132,0
299,0,0,0,0,0
300,0,0,15659.64732864,59752.834649595,0
301,0,0,40637.52,0,0
302,0,0,3521.728,1467.89138412,0
303,0,0,1628907.94612951,0,0
304,0,0,258752.304,0,1856.59590662
305,0,0,236005.639905238,0,0
306,135271.61027544,0,765614.2079536,1138462.73530371,0
307,0,0,1205878.37217571,0,0
308,0,0,118058.008,1617680.0575152,1796.938842621
309,0,0,258904.21612104,0,0
310,0,0,604.324296752,0,0
311,89517.7253496,0,0,0,0
312,124507.229178024,5316.12,683891.612,81913.780083486,0
313,0,0,1594753.608,0,3386.82665672
314,0,0,0,2207.46590064,0
315,0,0,338913.952,340496.22170876,0
316,0,0,0,682436.44839447,79339.17278529
317,0,0,2701.132,0,0
318,0,0,42.4124495,0,0
319,0,0,3352.117406,0,0
320,0,0,0,3053694.65564072,0
321,0,0,867893.656,0,0
322,0,0,0,0,0
323,0,0,502388.69755384,91.5111432,0
324,0,0,0,0,0
325,0,0,0,0,0
326,0,0,2015726.32,0,0
327,0,0,262821.633298,0,0
328,0,0,0,0,1667.007919922
329,0,0,512027.904,0,0
330,0,0,0,2487259.84094406,0
331,0,0,1161609.84,0,0
332,0,0,6907.414083636,2037312.24854976,0
333,0,0,2073838.00794612,0,4011.614220744
334,0,0,263763.934207104,0,0
335,0,0,0,0,0
336,0,0,570.884656932,2373.448659946,0
337,0,0,822018.591303408,3203475.68790049,2477.6358464
338,0,0,0,0,0
339,0,0,1365633.568,0,0
340,0,0,0,0,0
341,0,0,109766.8,0,0
342,0,0,65193.324,153.29682126,0
343,0,0,849463.02,0,3284.44095408
344,0,0,0,827.56040008,0
345,0,0,0,0,0
346,105713.98863396,0,0,0,0
347,0,0,367015.848,0,14630.539671605
348,0,0,50850.49276272,0,0
349,0,0,437018.973328255,6070005.31113631,0
350,0,0,0,200.6948034,0
351,0,0,87966.99763166,0,0
352,0,0,2222685.648,0,1707.801070976
353,0,0,1127243.66700846,0,0
354,152440.651898856,0,0,0,1029.849925858
355,0,0,71848.244878389,341495.10565248,0
356,0,0,0,0,0
357,0,0,80.1647496,0,0
358,0,0,28.4444449,0,0
359,0,9062.656154136,397478.236107276,690490.948515872,0
360,0,0,0,19571.452878978,0
361,108903.502011744,0,212904.2,0,0
362,0,0,540172.317442318,21091.85085637,0
363,0,0,615059.545749488,107318.85500925,0
364,0,15975.103185408,1079439.74190202,0,0
365,0,0,687091.152,0,0
366,0,0,3326.008,0,0
367,0,0,109293.6,34663.60568286,0
368,0,0,406.64303025,0,0
369,0,0,70360.8,2011650.73179034,0
370,0,0,2906.316,0,0
371,0,0,0,0,0
372,0,0,190702.021060575,0,0
373,0,0,1405673.232,22651.19741728,0
374,0,0,114396.04,3125905.62284382,77362.104441076
375,0,35320.449324784,3014644.20912108,0,0
376,0,0,1361221.008,10973.957677,0
377,0,0,0,0,5035.212432614
378,0,0,77985.193389714,0,0
379,0,0,0,0,0
380,0,0,5565.66051808,0,0
381,0,0,211752.856438272,0,815.447743154
382,0,0,2385728.6099026,0,0
383,86549.34781768,0,1357306.472,28558.853841645,0
384,0,0,1132060.02,3361.913691875,0
385,0,0,139566.708,0,0
386,0,0,402981.6,814103.038716584,0
387,137779.098239616,0,0,0,0
388,0,0,0,1417573.79530385,0
389,0,0,35249.6,0,0
390,0,0,439103.220229552,35904.758253952,0
391,0,0,1011829.91,0,3034.62
392,0,0,883379.2457584,29738.03484792,0
393,0,0,90.664758,0,0
394,0,0,0,731983.34308008,0
395,0,0,1269062.336,0,0
396,0,0,333374.5,0,3490.26378876
397,0,0,0,141722.818064172,1031.7460698
398,0,0,149365.8,2302292.00219382,0
399,0,0,158253.12,390438.716646825,0
400,0,11744.928,23749.524,16236.146186208,0
401,0,0,1295531.88,1606962.32929814,0
402,0,0,0,918.52204416,0
403,0,0,0,0,0
404,0,0,186978.4,2084552.5662234,1839.642381486
405,0,0,925.96383646,0,0
406,0,0,0,0.00153195224,0
407,0,0,149062.2,0,0
408,0,0,0,2882346.48835661,0
409,0,0,116628.228,0,0
410,0,0,63704.364,0,0
411,0,0,0,0,0
412,81439.8932889,0,286954.784,602262.714151917,0
413,0,0,0,85905.29274412,0
414,0,0,135890.140221685,21333.6,0
415,0,0,0,0,0
416,0,0,937659.58,1720192.95660074,1720.827718848
417,0,0,0,0,0
418,0,0,0,569698.13227896,0
419,0,0,28.491108,0,0
420,0,0,59667.6,0,0
421,0,0,12927.284,0,0
422,0,0,1900646.3315127,0,0
423,0,0,103875.73439232,3510.274486374,0
424,0,0,0,939.496688416,43459.50604821
425,0,0,2037870.18442353,1813.363154946,0
426,0,0,264137.22923798,0,17997.637240365
427,0,0,0,1203903.96632033,0
428,0,0,0,0,0
429,0,0,55.6737168,3731.977943232,0
430,0,0,177.0339564,740346.407607975,0
431,0,11106.79938891,1088537.51928444,4046.68866836,0
432,0,0,0,72380.492647812,0
433,0,0,0,0,0
434,0,0,0,83511.29570073,0
435,0,0,56460.912,0,0
436,0,0,195641.633086752,0,4496.0980273
437,0,0,38636.601779776,0,0
438,0,0,462864.23423609,7264.162884852,0
439,0,0,469051.28718471,0,0
440,0,0,1372.848769885,13249.6,0
441,0,0,247052.54446112,0,0
442,0,0,928786.03,0,0
443,0,0,0,0,0
444,0,0,120812.4,0,0
445,93237.657419088,0,101499.082617744,29725.1396437,0
446,0,0,2493351.912,0,0
447,0,0,3439353.472,0,0
448,0,0,0,0,0
449,0,0,0,2287.247577888,0
450,0,0,1755562.41465134,0,0
451,0,0,0,670248.029181648,0
452,0,0,1239253.26,0,0
453,0,0,0,44699.606548695,4213.692019394
454,0,0,754342.032,0,0
455,0,0,660625.056,0,0
456,0,0,0,0,0
457,0,0,0,0,0
458,0,0,2749.964,7040.289768694,0
459,0,0,0,966145.113945964,0
460,0,0,122275.212704384,3489166.5938766,0
461,0,0,286358.179446615,776904.861612634,0
462,0,0,106158.8972466,3422.965182,1993.784
463,99659.624195208,0,0,0,0
464,0,0,0,0,0
465,0,0,2125372.392,1525.340702154,0
466,0,0,250292,4014601.99103309,3172.059
467,0,0,0,0,0
468,0,0,2910.18,0,0
469,0,0,0,2392904.32418419,0
470,0,0,0,0,0
471,0,0,96.5864228,0,0
472,0,4041.648,191503.944,575.58705864,0
473,0,0,0,0,0
474,72116.5165947,0,0,0,1001.0296362
475,0,0,1114310.7,0,30303.548853256
476,0,0,5139457.26296884,8306.162427596,0
477,0,0,205054.132339392,2409309.2171148,0
478,0,0,1024898.974884,0,0
479,0,0,80753.796,0,18011.442789312
480,0,0,0,0,0
481,0,0,677779.284886112,45689.5632348,0
482,0,0,4473.24630116,5162.766475904,0
483,0,0,1859050.83927912,285677.112907728,478.0337319
484,0,0,148257.5,0,1379.413382838
485,0,0,106905.89932,0,0
486,0,0,0,125086.109066112,0
487,0,0,60945.511565232,0,0
488,0,0,641694.512,0,0
489,0,0,554504.794792716,0,0
490,0,0,14806.62,0,0
491,0,11982.096,0,4581.909413664,7684.865871852
492,0,0,257792.05982831,0,0
493,0,0,95715.76306104,1207420.61995391,0
494,0,0,0,382485.808042272,0
495,202317.00459186,0,0,346.517679678,0
496,0,0,0,0,0
497,0,0,0,0,0
498,0,0,321736.32,286.500996192,0
499,0,0,0,1807969.21596764,0
500,0,0,85.0163088,4949.026449912,0
501,0,0,699568.064,905631.230772495,0
502,0,0,2696.736,0,0
503,0,0,4589.020025445,0,0
504,0,0,556424.28505053,0,0
505,0,7175.232,1797565.98,86557.703353181,0
506,0,0,0,0,0
507,0,0,355832.022405055,1244.88,0
508,80925.2816484,0,1530888.792,8171.75093754,0
509,0,0,342932.07,0,0
510,0,0,74053.178213616,1091.175441543,0
511,0,0,177100.02,0,0
512,0,0,0,63366.53749816,0
513,0,0,1691993.624,199132.451173656,302.22306912
514,0,0,0,0,0
515,0,0,0,0,0
516,0,0,0,0,0
517,0,0,1067125.51,8153.6,0
518,0,0,91006.734,401870.749444276,0
519,0,0,0,122098.535339228,0
520,0,0,1889599.826,0,0
521,0,0,614555.326134816,0,0
522,0,0,333621.432256,3769.927416892,0
523,0,0,0,0,0
524,0,0,0,2884982.53440197,0
525,76800.3155352,0,0,296973.981979296,0
526,0,0,286673.75964658,0,0
527,0,0,2919.644,0,22923.841815126
528,0,0,0,139.2382656,0
529,0,19214.900367096,50966.548114056,0,0
530,0,0,0,716.377192804,0
531,0,0,1370937.76,359132.810796864,0
532,0,0,408156.527296,0,0
533,0,0,0,460043.752122304,0
534,0,0,0,0,5209.53325389
535,0,0,34448.66431628,0,0
536,0,0,2818.34,0,0
537,0,0,0,110707.666320912,0
538,0,0,0,0,0
539,0,0,173397.711039888,0,0
540,0,0,308717.70942321,594510.588489336,0
541,0,0,153188.619317834,0,0
542,0,0,0,0,0
543,0,0,0,2438936.19209058,0
544,0,0,622231.65,0,0
545,0,0,256246.149285984,0,0
546,0,0,1828451.2,0,0
547,0,0,626018.512,0,0
548,0,0,0,0,1949.96870712
549,0,0,0,106511.825527043,3359.689246914
550,0,0,49211.2,4977.36,0
551,0,0,0,0,0
552,0,0,1469819.55382519,73631.659303332,0
553,0,0,428539.45030768,0,0
554,0,0,197593.524,0,0
555,0,0,987329.614792845,0,1941.007791086
556,0,0,261466.5,0,0
557,0,0,55179.504,0,0
558,0,0,0,0,0
559,0,0,130842.5309406,0,0
560,0,0,122980.44981948,0,0
561,101408.554898336,0,239719.364,1216167.88,3143.7610766
562,0,0,0,0,0
563,0,0,0,0,0
564,0,0,0,0,0
565,0,0,1026762.09697025,3680.95,0
566,0,0,149174.9380448,0,0
567,0,0,106117.2,77098.94285184,0
568,0,0,0,0,0
569,107334.321752996,0,820342.02,2988487.81011135,0
570,0,0,30767.04390551,354720.967552952,0
571,0,0,534138.83115348,1244.88,4809.561964056
572,0,25096.232830536,15012.239162424,0,0
573,0,0,152259.76,0,0
574,0,0,0,22259.569991,0
575,0,0,168.9038296,434730.09651984,0
576,0,0,0,0,0
577,0,0,180269.36,0,0
578,0,0,0,7497.36,0
579,0,0,0,0,0
580,0,0,2746.66,0,0
581,0,0,0,27961.840006485,0
582,0,0,340385.97,0,0
583,0,0,1189439.568,8591.8,0
584,0,0,1390564.61642443,1798269.9827112,0
585,0,0,187881.032,0,5541.136228586
586,0,0,105711.733536582,22107.857681082,0
587,0,0,0,0,0
588,0,0,3936450.91162016,5736.07674576,0
589,0,0,0,0,0
590,0,0,131760.967689728,0,0
591,0,0,94246.13332355,0,0
592,0,0,0,0,764.480508655
593,0,0,252626.62,415.732309356,0
594,0,0,0,1342613.93820154,0
595,0,0,0,5337.043282475,0
596,0,0,0,1878125.82923784,0
597,0,0,0,0,0
598,0,0,0,80742.692487024,0
599,0,6882.769340352,1047018.46953293,0,0
600,0,0,0,1721302.23696133,0
601,0,0,91090.049677632,0,0
602,0,0,0,26199.104158136,0
603,0,0,227109.8,0,9467.87579019
604,0,0,1074494.52,0,0
605,0,0,114444,881361.442853892,0
606,0,0,1464.30811252,0,961.711128576
607,0,0,883465.41,0,0
608,0,6433.488,1197121.8,0,0
609,0,0,313184.43,0,0
610,0,0,324739.84,2960.402958912,890.851836024
611,0,0,9981.14,0,0
612,0,0,0,0,969.968172342
613,0,0,2233707.576,0,0
614,0,0,0,0,4684.453132268
615,0,0,0,0,0
616,0,0,1418048.6444825,10.524677553,0
617,0,0,806195.67167193,64498.43059803,0
618,0,0,472184.319565296,438174.497813766,0
619,0,0,0,0,0
620,0,0,100124,0,0
621,0,0,1798782.88,1220781.47553994,0
622,75455.139797613,0,1638721.07769949,65.52,0
623,0,0,21.4826274,0,0
624,101269.58038164,0,1367453.9426043,0,3936.6052767
625,0,0,210900.6728991,0,0
626,0,0,70458.168843648,374.21610408,0
627,0,0,160582.774772739,499.88731884,0
628,0,0,0,7.23222328,0
629,0,0,64149.14115596,0,0
630,0,0,0,3247.99100262,0
631,0,0,2982.7596608,0,0
632,18400.75361046,0,21.822528,0,0
633,0,0,1157481.66733832,357773.32621056,0
634,0,0,2743.384,13343.386143384,0
635,0,0,0,0,0
636,0,0,745309.5,0,0
637,0,0,708848.956,0,0
638,0,0,0,0,0
639,0,0,0,0,0
640,94525.42070907,0,192767.04681648,0,0
641,0,0,1407852.646,0,0
642,0,0,0,0,0
643,0,0,0,0,0
644,0,0,0,1256915.99638282,0
645,0,0,1835490,52436.23342412,0
646,0,0,570392.12573749,109409.82401076,0
647,0,0,0,77429.646170624,5459.13034316
648,0,0,0,309672.219087504,2858.231274448
649,0,0,0,0,0
650,0,0,0,835.844775084,0
651,0,25424.345814972,771885.208486709,0,0
652,0,0,1330643.60889528,0,0
653,0,0,35554.5,4561.60035803,0
654,0,0,219948.96,19908.862227576,0
655,0,0,0,0,0
656,0,0,96663.6063372,4080.19677065,0
657,215427.1416325,0,2825.76,5380.4079784,0
658,0,0,2780.764,0,0
659,0,0,56307.552598834,0,0
660,0,0,2012894.95607809,0,0
661,0,0,857919.326058424,0,0
662,0,0,839269.44,0,0
663,0,0,708157.6927565,0,0
664,182511.940191644,0,0,0,0
665,0,0,120411.891129544,62890.018470594,0
666,0,0,0,0,0
667,0,0,1504722.09446905,0,0
668,0,0,647149.504,0,0
669,0,0,0,0,0
670,0,0,599275.255977828,1562.661691136,0
671,0,0,2406487.87065449,0,1434.25387503
672,0,0,127528.828,0,0
673,0,0,0,299744.3489775,0
674,0,0,1117392.19565535,0,0
675,0,0,287.8902208,1973933.37222682,0
676,0,17979.248844546,333730.361414467,0,0
677,0,0,0,768703.682035772,0
678,0,0,165560.214115392,35965.23550191,0
679,0,9623.28,0,469356.67973376,0
680,0,0,1022081.448,1091.2153608,0
681,0,6012.696948804,66615.255034656,0,0
682,0,0,0,0,0
683,180888.618671878,0,0,336819.37175824,0
684,0,0,178257.6,2984603.05880966,0
685,0,0,6181.67550336,0,0
686,0,0,0,2919453.98706307,0
687,0,0,240800.252,0,0
688,171503.553223392,0,1122417.2691099,14807.52,0
689,0,0,60542.772,7605,0
690,0,0,231183.6,0,0
691,0,0,480424.32,5330.756178306,0
692,0,0,0,0,0
693,0,0,552021.464,0,0
694,90467.2845516,0,134079.75,0,2952.594494784
695,0,0,241198.619916244,1111078.5646324,0
696,0,0,1526715.544,0,0
697,0,3603.648,230576.898533152,0,0
698,0,0,0,0,0
699,0,0,467775.511070952,47966.425080696,0
700,0,0,0,0,0
701,0,0,115601.753637513,365772.1858308,0
702,0,0,66160.2,0,0
703,0,0,0,61272.783402255,0
704,0,0,0,53402.15306426,0
705,0,0,512142.2591454,330305.69616304,0
706,0,0,584556.034,4610.254241646,0
707,0,0,529.27655088,0,0
708,0,0,1786281.19281547,0,50751.645705977
709,0,10309.674979956,1048310.42405073,1553900.15756632,0
710,0,0,0,0,909.6336564
711,0,0,695071.312,4735.404948456,0
712,0,0,1057157.120876,2588221.34350898,0
713,0,0,0,0,0
714,0,10264.663794112,1239629.0393544,963746.953460694,0
715,0,0,667317.456,116119.760439164,0
716,0,0,1513669.9026496,0,0
717,0,0,478848.9,0,0
718,0,10473.984,34177.690675,0,0
719,0,0,169214.32970595,2415566.80598542,1231.21904788
720,0,0,118151.02,0,0
721,0,0,229959.34377954,2487695.31891302,0
722,0,0,3202.08,0,0
723,101106.00671886,0,1045014.204,0,1744.61919928
724,0,0,108534.4,1927.68856137,1339.549507422
725,0,0,452102,88126.059799962,0
726,0,0,379852.94,0,0
727,0,0,133062.051366465,10895.618142,0
728,0,0,468730.1957121,0,0
729,0,0,0,2551.06920192,0
730,0,0,0,0,832.038447492
731,0,0,751240.352,0,0
732,0,0,429046.8,2229423.72632714,0
733,0,0,769950.62,552209.12750952,0
734,0,0,817379.08,0,0
735,0,0,148288.91585652,84581.35,0
736,0,0,208319.8,22722.890363712,0
737,0,0,108443.16,0,0
738,0,0,0,2679342.10504475,0
739,0,28347.211736676,72498.038186121,1811898.52435519,0
740,147019.80945015,0,0,0,0
741,0,0,56583.072,787108.181775223,0
742,0,0,147.7500672,3654.54889254,0
743,0,0,126712.8,0,0
744,0,0,473799.34,409524.883685379,0
745,40680.280300968,0,3073.168,0,0
746,0,0,147595.8,134424.797366064,3980.042260416
747,0,0,0,0,0
748,0,0,1052357.184,1057654.31743176,0
749,0,0,3214.96,610033.33923648,0
750,0,0,220957.488677256,3308828.44708305,0
751,0,0,1533842.07458513,0,0
752,0,0,7544.736,0,19250.5
753,0,0,110706.688038024,844019.550646272,0
754,0,20349.43318512,448226.0757162,20166.390974912,0
755,0,0,60620.97193126,0,2836.3190256
756,0,0,2378007.05102853,6007.02284061,0
757,0,0,197779.3686481,1865109.7400137,0
758,0,0,0,1821051.60664134,0
759,0,0,0,4183.925098704,0
760,0,0,0,0,0
761,0,0,0,0,0
762,0,0,509241.66,2054443.95858744,0
763,144891.229359018,0,591050.55,0,0
