"dtxsid","molwt","vapor","solub","kow","decay.air","decay.sur","diffus.air","conc.out"
"DTXSID2021781",278.35,0.00505907116384477,0.0473403498729117,24473.2614039467,0.557694452800145,0.00129118431680997,0.873023019332481,0
"DTXSID3020205",312.37,0.00166096825624077,0.00831702113933322,18642.3844246214,0.871948346768228,0.000984566760431371,0.551378055533979,0
"DTXSID7021360",92.14,1571.04111499264,5.31118127079973,377.651866542749,0.734130122629154,0.000803251480550097,0.842931503857113,0
"DTXSID8020462",106.12,0.612210903812867,4891.70948701673,0.0865105583114572,0.952478542031053,0.00189775488016573,0.652139945951899,0
"DTXSID8020913",128.18,6.8882361585131,0.142741345849143,2961.97606004314,0.988745460061793,0.00131914963888639,0.41875666009605,0
