"daynum","ind.derm.exp1","ind.derm.exp2","ind.derm.exp3","ind.derm.exp4","ind.derm.exp5","ind.derm.pr.exp1","ind.derm.pr.exp2","ind.derm.pr.exp3","ind.derm.pr.exp4","ind.derm.pr.exp5","ind.derm.ar.exp1","ind.derm.ar.exp2","ind.derm.ar.exp3","ind.derm.ar.exp4","ind.derm.ar.exp5","ind.derm.max1","ind.derm.max2","ind.derm.max3","ind.derm.max4","ind.derm.max5","ind.derm.abs1","ind.derm.abs2","ind.derm.abs3","ind.derm.abs4","ind.derm.abs5","ind.inhal.exp1","ind.inhal.exp2","ind.inhal.exp3","ind.inhal.exp4","ind.inhal.exp5","ind.inhal.pr.exp1","ind.inhal.pr.exp2","ind.inhal.pr.exp3","ind.inhal.pr.exp4","ind.inhal.pr.exp5","ind.inhal.ar.exp1","ind.inhal.ar.exp2","ind.inhal.ar.exp3","ind.inhal.ar.exp4","ind.inhal.ar.exp5","ind.inhal.amb.in1","ind.inhal.amb.in2","ind.inhal.amb.in3","ind.inhal.amb.in4","ind.inhal.amb.in5","ind.inhal.amb.out1","ind.inhal.amb.out2","ind.inhal.amb.out3","ind.inhal.amb.out4","ind.inhal.amb.out5","ind.inhal.max1","ind.inhal.max2","ind.inhal.max3","ind.inhal.max4","ind.inhal.max5","ind.inhal.mass1","ind.inhal.mass2","ind.inhal.mass3","ind.inhal.mass4","ind.inhal.mass5","ind.inhal.abs1","ind.inhal.abs2","ind.inhal.abs3","ind.inhal.abs4","ind.inhal.abs5","ind.ingest.exp1","ind.ingest.exp2","ind.ingest.exp3","ind.ingest.exp4","ind.ingest.exp5","ind.ingest.abs1","ind.ingest.abs2","ind.ingest.abs3","ind.ingest.abs4","ind.ingest.abs5"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,1.09893366210864e-07,0,0,0,0,1.09893366210864e-07,0,0,0,0,0,0,0,0,0,1.06038673487693e-10,0,0,0,0,1.54983031518889e-08,0,0,0,0,5.19025211412117e-08,0,0,0,0,5.19025211412117e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40813138367263e-07,0,0,0,0,1.3304324204704e-06,0,0,0,0,2.12869187275264e-07,0,0,0,0,6.91051571779704e-09,0,0,0,0,5.52022883055141e-09,0
4,0,0,0,2.33871840318128e-07,0,0,0,0,2.33871840318128e-07,0,0,0,0,0,0,0,0,0,1.09838032001651e-10,0,0,0,0,3.29830344170693e-08,0,0,0,0,1.68876176956658e-09,0,0,0,0,1.68876176956658e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80930503384691e-09,0,0,0,0,2.63558148012246e-08,0,0,0,0,4.21693036819594e-09,0,0,0,0,1.47067569608108e-08,0,0,0,0,1.17479891652516e-08,0
5,0,0,0,2.4076864986168e-07,0,0,0,0,2.4076864986168e-07,0,0,0,0,0,0,0,0,0,1.06500500459971e-10,0,0,0,0,3.39556940850033e-08,0,0,0,0,1.51148007153044e-09,0,0,0,0,1.51148007153044e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48720588129536e-09,0,0,0,0,2.44093990691247e-08,0,0,0,0,3.90550385105995e-09,0,0,0,0,1.51404547571083e-08,0,0,0,0,1.20944337978428e-08,0
6,0,0,0,1.41094298284585e-06,0,0,0,0,1.41094298284585e-06,0,0,0,0,0,0,0,0,0,2.16369944637021e-10,0,0,0,0,1.989858244602e-07,0,0,0,0,5.42932265970643e-08,0,0,0,0,5.42932265970643e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43243482655528e-07,0,0,0,0,1.4149154794498e-06,0,0,0,0,2.26386476711968e-07,0,0,0,0,8.8725498144835e-08,0,0,0,0,7.08753257883175e-08,0
7,0,0,0,1.90536553729636e-06,0,0,0,0,1.90536553729636e-06,0,0,0,0,0,0,0,0,0,3.20903887089596e-10,0,0,0,0,2.68714424995579e-07,0,0,0,0,5.7362752766218e-08,0,0,0,0,5.7362752766218e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45680274431129e-07,0,0,0,0,1.48239007645554e-06,0,0,0,0,2.37182412232886e-07,0,0,0,0,1.19816681821998e-07,0,0,0,0,9.57114531512339e-08,0
8,0,0,0,1.08743183027019e-06,0,0,0,0,1.08743183027019e-06,0,0,0,0,0,0,0,0,0,3.96147770924345e-10,0,0,0,0,1.53360923808655e-07,0,0,0,0,5.56855479900528e-08,0,0,0,0,5.56855479900528e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4802848537094e-07,0,0,0,0,1.35120927382211e-06,0,0,0,0,2.16193483811537e-07,0,0,0,0,6.83818779442585e-08,0,0,0,0,5.46245214583607e-08,0
9,0,0,0,1.26692251262935e-06,0,0,0,0,1.26692251262935e-06,0,0,0,0,0,0,0,0,0,4.17916770380253e-10,0,0,0,0,1.78674562875857e-07,0,0,0,0,6.56082581521724e-09,0,0,0,0,6.56082581521724e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29931546557412e-08,0,0,0,0,1.11723639144139e-07,0,0,0,0,1.78757822630623e-08,0,0,0,0,7.966893943313e-08,0,0,0,0,6.3640804003325e-08,0
10,0,0,0,7.85192112015808e-07,0,0,0,0,7.85192112015808e-07,0,0,0,0,0,0,0,0,0,4.00247172005119e-10,0,0,0,0,1.10735941614007e-07,0,0,0,0,5.45236216463042e-09,0,0,0,0,5.45236216463042e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29285236115384e-09,0,0,0,0,8.59086259640353e-08,0,0,0,0,1.37453801542456e-08,0,0,0,0,4.93758869954344e-08,0,0,0,0,3.94422364490526e-08,0
11,0,0,0,9.07858393340204e-07,0,0,0,0,9.07858393340204e-07,0,0,0,0,0,0,0,0,0,3.89044486800144e-10,0,0,0,0,1.28035613832916e-07,0,0,0,0,5.54958462563241e-09,0,0,0,0,5.54958462563241e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0327508365465e-09,0,0,0,0,9.02681961830847e-08,0,0,0,0,1.44429113892936e-08,0,0,0,0,5.70896125310542e-08,0,0,0,0,4.56040819366515e-08,0
12,0,0,0,9.0785815520284e-07,0,0,0,0,9.0785815520284e-07,0,0,0,0,0,0,0,0,0,3.77223005459393e-10,0,0,0,0,1.28035580248313e-07,0,0,0,0,5.19440313358999e-09,0,0,0,0,5.19440313358999e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75828223695741e-09,0,0,0,0,8.59710262068067e-08,0,0,0,0,1.37553641930891e-08,0,0,0,0,5.70895975560648e-08,0,0,0,0,4.5604069974394e-08,0
13,0,0,0,3.0046878113776e-06,0,0,0,0,3.0046878113776e-06,0,0,0,0,0,0,0,0,0,4.79166626657214e-10,0,0,0,0,4.2375226260848e-07,0,0,0,0,6.10094684987758e-08,0,0,0,0,6.10094684987758e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.493684159393e-07,0,0,0,0,1.55484431731869e-06,0,0,0,0,2.4877509077099e-07,0,0,0,0,1.88946276409044e-07,0,0,0,0,1.50933262444129e-07,0
14,0,0,0,3.61678595177552e-06,0,0,0,0,3.61678595177552e-06,0,0,0,0,0,0,0,0,0,5.77039021319955e-10,0,0,0,0,5.10076695699299e-07,0,0,0,0,6.31573940590886e-08,0,0,0,0,6.31573940590886e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51649225953368e-07,0,0,0,0,1.59651332309637e-06,0,0,0,0,2.5544213169542e-07,0,0,0,0,2.27437351584026e-07,0,0,0,0,1.81680539720794e-07,0
15,0,0,0,1.41193171154139e-06,0,0,0,0,1.41193171154139e-06,0,0,0,0,0,0,0,0,0,6.44577464055882e-10,0,0,0,0,1.99125265243451e-07,0,0,0,0,5.9960303929331e-08,0,0,0,0,5.9960303929331e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53796472309692e-07,0,0,0,0,1.41323884996807e-06,0,0,0,0,2.26118215994892e-07,0,0,0,0,8.87876731916719e-08,0,0,0,0,7.09249921952986e-08,0
16,0,0,0,1.75315746183192e-06,0,0,0,0,1.75315746183192e-06,0,0,0,0,0,0,0,0,0,6.54055527389208e-10,0,0,0,0,2.4724846233513e-07,0,0,0,0,9.58247455998719e-09,0,0,0,0,9.58247455998719e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83307612795405e-08,0,0,0,0,1.60636359559227e-07,0,0,0,0,2.57018175294763e-08,0,0,0,0,1.10245255136838e-07,0,0,0,0,8.80656467173011e-08,0
