"daynum","ind.derm.exp1","ind.derm.exp2","ind.derm.exp3","ind.derm.exp4","ind.derm.exp5","ind.derm.pr.exp1","ind.derm.pr.exp2","ind.derm.pr.exp3","ind.derm.pr.exp4","ind.derm.pr.exp5","ind.derm.ar.exp1","ind.derm.ar.exp2","ind.derm.ar.exp3","ind.derm.ar.exp4","ind.derm.ar.exp5","ind.derm.max1","ind.derm.max2","ind.derm.max3","ind.derm.max4","ind.derm.max5","ind.derm.abs1","ind.derm.abs2","ind.derm.abs3","ind.derm.abs4","ind.derm.abs5","ind.inhal.exp1","ind.inhal.exp2","ind.inhal.exp3","ind.inhal.exp4","ind.inhal.exp5","ind.inhal.pr.exp1","ind.inhal.pr.exp2","ind.inhal.pr.exp3","ind.inhal.pr.exp4","ind.inhal.pr.exp5","ind.inhal.ar.exp1","ind.inhal.ar.exp2","ind.inhal.ar.exp3","ind.inhal.ar.exp4","ind.inhal.ar.exp5","ind.inhal.amb.in1","ind.inhal.amb.in2","ind.inhal.amb.in3","ind.inhal.amb.in4","ind.inhal.amb.in5","ind.inhal.amb.out1","ind.inhal.amb.out2","ind.inhal.amb.out3","ind.inhal.amb.out4","ind.inhal.amb.out5","ind.inhal.max1","ind.inhal.max2","ind.inhal.max3","ind.inhal.max4","ind.inhal.max5","ind.inhal.mass1","ind.inhal.mass2","ind.inhal.mass3","ind.inhal.mass4","ind.inhal.mass5","ind.inhal.abs1","ind.inhal.abs2","ind.inhal.abs3","ind.inhal.abs4","ind.inhal.abs5","ind.ingest.exp1","ind.ingest.exp2","ind.ingest.exp3","ind.ingest.exp4","ind.ingest.exp5","ind.ingest.abs1","ind.ingest.abs2","ind.ingest.abs3","ind.ingest.abs4","ind.ingest.abs5"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0.348612963900837,0,0,0,0,0.348612963900837,0,0,0,0,0,0,0,0,0,0.000161471321450703,0,0,0,0,0.000233447735175469,0,0,0,0,1.70745312927059,0,0,0,0,1.70745312927059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1208444409381,0,0,0,0,45.0767626127435,0,0,0,0,7.21228201803896,0,0,0,0,5.14429950950137e-09,0,0,0,0,5.14272239073495e-09,0,0
13,0,0,1.25512701954458,0,0,0,0,1.25512701954458,0,0,0,0,0,0,0,0,0,0.000150762738728844,0,0,0,0,0.000840492438352247,0,0,0,0,0.353254970074583,0,0,0,0,0.353254970074583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92291883552863,0,0,0,0,7.23803764940918,0,0,0,0,1.15808602390547,0,0,0,0,1.85212541689692e-08,0,0,0,0,1.85155759969511e-08,0,0
14,0,0,0.659406936207993,0,0,0,0,0.659406936207993,0,0,0,0,0,0,0,0,0,8.5498962929173e-05,0,0,0,0,0.000441570084182349,0,0,0,0,0.0786604807287452,0,0,0,0,0.0786604807287452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111408883285453,0,0,0,0,1.89259034348885,0,0,0,0,0.302814454958216,0,0,0,0,9.7305239040436e-09,0,0,0,0,9.72754075894719e-09,0,0
15,0,0,0.30919936113511,0,0,0,0,0.30919936113511,0,0,0,0,0,0,0,0,0,4.13036610568206e-05,0,0,0,0,0.000207054521917394,0,0,0,0,0.0378086728436205,0,0,0,0,0.0378086728436205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538070965008573,0,0,0,0,0.898495610845355,0,0,0,0,0.143759297735257,0,0,0,0,4.56269354996774e-09,0,0,0,0,4.56129473762997e-09,0,0
16,0,0,0.138616034866407,0,0,0,0,0.138616034866407,0,0,0,0,0,0,0,0,0,1.99533196809536e-05,0,0,0,0,9.28238555344464e-05,0,0,0,0,0.0183142960778708,0,0,0,0,0.0183142960778708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259935841319261,0,0,0,0,0.419229867068495,0,0,0,0,0.0670767787309592,0,0,0,0,2.04548445988118e-09,0,0,0,0,2.04485736343741e-09,0,0
17,0,0,0.0680168439555813,0,0,0,0,0.0680168439555813,0,0,0,0,0,0,0,0,0,8.28350204834879e-06,0,0,0,0,4.55472969150119e-05,0,0,0,0,0.00875826932745917,0,0,0,0,0.00875826932745917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124406436197901,0,0,0,0,0.202921828586882,0,0,0,0,0.032467492573901,0,0,0,0,1.00368905700838e-09,0,0,0,0,1.00338135003204e-09,0,0
18,0,0,0.0351944792663647,0,0,0,0,0.0351944792663647,0,0,0,0,0,0,0,0,0,4.6565941205081e-06,0,0,0,0,2.35678885359809e-05,0,0,0,0,0.0043021090193633,0,0,0,0,0.0043021090193633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606623724648683,0,0,0,0,0.1022736487696,0,0,0,0,0.016363783803136,0,0,0,0,5.19346556712149e-10,0,0,0,0,5.19187337522178e-10,0,0
19,0,0,0.0162349821419534,0,0,0,0,0.0162349821419534,0,0,0,0,0,0,0,0,0,1.9331573669106e-06,0,0,0,0,1.08717121969431e-05,0,0,0,0,0.00206669094602407,0,0,0,0,0.00206669094602407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291595687216251,0,0,0,0,0.0481555521200652,0,0,0,0,0.00770488833921044,0,0,0,0,2.39571155745576e-10,0,0,0,0,2.39497708978933e-10,0,0
20,0,0,0.00752439285850738,0,0,0,0,0.00752439285850738,0,0,0,0,0,0,0,0,0,9.06000137144e-07,0,0,0,0,5.03868947308762e-06,0,0,0,0,0.000996252135504366,0,0,0,0,0.000996252135504366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141054216651953,0,0,0,0,0.0227793825072374,0,0,0,0,0.00364470120115799,0,0,0,0,1.11033537187463e-10,0,0,0,0,1.10999496969766e-10,0,0
