"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0400.010.099.F",86370,70,"DTXSID3020205",0.024
"HM.0800.010.050.F",87165,15,"DTXSID7021360",0.344
"HM.1400.010.050.F",92686,43,"DTXSID7021360",0.106436302
