"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.1400.010.050.F",92813,61,"DTXSID7021360",0.04
"HM.1400.040.099.F",89981,43,"DTXSID7021360",0.23
"HM.1400.050.050.F",94273,21,"DTXSID7021360",0.093454349
