"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0800.010.099.F",87143,44,"DTXSID7021360",0.2
"HM.1400.040.099.F",89981,96,"DTXSID7021360",0.23
"HM.1400.010.099.F",89051,63,"DTXSID8020462",0.099128558
