"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.030.099.F",95206,79,"DTXSID7021360",0.028
"HM.0600.010.050.F",86793,15,"DTXSID7021360",0.1
"HM.0800.010.050.F",87176,24,"DTXSID7021360",0.25
"HM.1400.040.099.F",89981,68,"DTXSID7021360",0.23
