"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.020.099.F",88252,82,"DTXSID7021360",0.729
"HM.1400.040.099.F",90001,25,"DTXSID7021360",0.676
"HM.1400.050.099.F",94021,69,"DTXSID7021360",0.13
"HM.2000.040.050.F",95141,33,"DTXSID7021360",0.564
