"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0400.010.099.F",86370,33,"DTXSID3020205",0.024
"HM.0100.020.099.F",88252,93,"DTXSID7021360",0.729
"HM.1400.040.099.F",89981,28,"DTXSID7021360",0.23
"HM.1400.010.099.F",88514,54,"DTXSID8020462",0.03172263
