"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.1400.040.099.F",90012,46,"DTXSID7021360",0.59
"HM.1400.070.099.F",94914,13,"DTXSID7021360",0.019380087
"HM.2000.040.050.F",95141,50,"DTXSID7021360",0.564
