"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.030.099.F",95206,3,"DTXSID7021360",0.028
"HM.1400.010.050.F",92861,15,"DTXSID7021360",0.22
"HM.1400.040.099.F",90071,55,"DTXSID7021360",0.223743574
