"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.1400.050.099.F",94032,20,"DTXSID7021360",0.11
"HM.0800.010.099.F",87026,90,"DTXSID8020913",0.001
"HM.1400.050.099.F",94032,20,"DTXSID8020913",0.002
