"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0400.010.099.F",86563,58,"DTXSID7021360",0.358408514
"HM.0800.010.050.F",87165,76,"DTXSID7021360",0.344
"HM.1400.010.050.F",93452,59,"DTXSID7021360",0.122755954
