house.num,DTXSID2021781,DTXSID3020205,DTXSID7021360,DTXSID8020462,DTXSID8020913
185,106654.27619624,0,0,0,0
186,0,0,144.2571284,195699.3529491,0
187,0,0,1149181.542,1669468.64953819,969.4487686
188,0,0,0,12708.36386316,0
189,71201.951149626,8255.136,1671750.48892349,0,0
190,0,9535.12992384,147669.2743872,0,0
191,46004.285368356,0,3291.736,30277.000084716,0
192,0,0,284095.5735024,2178.785556675,0
193,0,0,122164.227718992,0,0
194,0,0,130278.24,0,0
195,0,0,1301418.07936596,0,0
196,0,0,0,0,0
197,0,0,0,0,0
198,0,7285.509967008,346595.33837232,29168.498846934,0
199,122586.1744089,0,0,2417644.48337558,0
200,126119.570376,0,0,2879324.31416,1916.82986748
201,0,0,280433.470915962,0,0
202,0,0,249181.2836435,0,0
203,0,0,0,0,0
204,0,0,67727.36,2016543.88512923,0
205,0,0,145372.4,3415.7221206,0
206,0,0,148762.419,0,0
207,0,0,0,0,0
208,0,0,0,0,0
209,0,0,1014649.984,0,0
210,0,0,27117,0,0
211,0,0,0,0,4348.175927544
212,0,0,0,0,0
213,0,0,66098.66115856,370006.88234985,0
214,0,0,0,0,0
215,0,0,908211.58,16.8594255,0
216,0,0,0,0,0
217,0,0,315716.64,0,4929.113905668
218,0,0,0,0,0
219,0,0,0,3554423.50551179,0
220,0,0,60382.72,0,0
221,0,0,135237.4452576,0,1711.836336544
222,0,0,665515.494,2284559.56402237,0
223,0,0,543411.6,1107474.46206925,61149.817585888
224,0,0,0,0,0
225,0,0,530500,248507.80013696,0
226,87114.92616684,0,14788.62,4209.41419252,0
227,0,15524.808943488,7156.932340272,0,0
228,0,0,0,0,0
229,0,0,237977.16,1688252.84684056,1070.413245968
230,0,0,0,39962.1780467,0
231,0,0,0,0,0
232,0,0,0,0,0
233,0,0,0,0,0
234,0,0,839557.052,0,0
235,0,0,831214.489112806,618556.834151196,2053.076
236,0,0,119561,0,0
237,0,0,58651.966257006,1923335.61384679,0
238,0,0,0,1294242.2012156,0
239,100997.45556292,0,400990.8,0,0
240,0,0,935293.255363632,0,0
241,0,0,1112542.74774142,0,0
242,0,0,129863.807446584,0,0
243,0,0,486828.825503,0,0
244,0,0,0,0,0
245,0,16752.576,2819.46,0,0
246,0,0,211826.3,0,0
247,0,7422.528,28301.422950888,0,0
248,0,0,125781.652,0,0
249,0,0,292686.86,26939.090445208,0
250,0,0,118551.2,0,0
251,0,0,219948.4903666,2608.558774976,0
252,0,0,0,0,0
253,0,4382.16432372,281876.27678598,772.355551408,0
254,0,0,457128.55,0,0
255,0,0,91.514824,0,0
256,0,0,161799.192,0,0
257,0,0,230343.904825248,5285324.53871865,0
258,0,0,0,2741382.18042381,960.281315752
259,0,0,2964.918681864,0,0
260,0,0,0,0,1869.14434792
261,0,0,1398.78421794,0,0
262,0,0,348824.07035368,1127004.83246333,0
263,0,0,0,0,2457.69657651
264,0,0,358226.55,837381.955003776,0
265,0,0,1527270.60172694,0,0
266,0,0,58909.8,9831.12538674,0
267,0,0,470227.107370656,0,0
268,0,0,169864.608,0,5360.3636395
269,0,0,0,0,0
270,0,0,36.390427,0,0
271,0,0,107443.73861802,1311320.78976489,0
272,0,0,2707.656,0,0
273,0,0,177235.444,0,0
274,0,0,240831.781561456,1003747.24968929,0
275,0,0,0,0,0
276,0,0,0,631282.21902062,0
277,0,0,185754,0,0
278,0,0,1357226.762,0,0
279,0,0,101079.31,2446171.11938446,1337.894501425
280,202363.975943165,0,0,0,0
281,0,0,0,2064768.57283433,0
282,0,6003.39112144,13727.878298016,1852716.55909496,0
283,0,0,0,2739749.37677423,717.034333392
284,0,0,351035.3,5731117.3282869,0
285,0,0,0,0,0
286,0,0,0,0.54161917264,0
287,0,0,637592.53502388,1852652.18397314,0
288,0,0,192102.188,0,3918.562001952
289,0,0,0,0,0
290,0,0,326841.007166289,401738.040848245,2315.685622125
291,0,0,0,0,0
292,0,0,0,0,4260.3757378
293,0,0,0,0,0
294,0,0,2709.336,0,0
295,228519.98305716,0,0,1899.291683952,0
296,0,0,23950.6,9193.440815104,0
297,0,0,757390.6,0,0
298,0,0,1037123.256,0,9914.163111819
299,0,0,209.7948566,0,0
300,0,0,1364557.81292314,0,0
301,0,0,0,0,5321.699731968
302,0,0,541724.653952806,0,0
303,0,0,2949.492,0,0
304,0,0,1022211.044,0,0
305,0,0,112739.359463344,0,4083.584
306,0,0,0,0,0
307,0,0,613284.492635728,298538.234152704,0
308,0,0,29454.24,1535900.4035648,2241.411295896
309,0,12362.473770332,19880.863701132,0,0
310,0,0,253887.587414208,0,0
311,0,0,1032933.408,3291915.04604892,0
312,0,0,363735.01776048,3151677.0574926,0
313,0,0,115596.1952703,0,0
314,0,0,35557.257587616,1584681.67097741,0
315,0,0,174483.2062817,0,0
316,0,0,252607.15728411,0,0
317,0,0,1357854.032,0,0
318,0,0,0,0.57375612,0
319,0,0,928335.6,0,2165.5919957
320,0,0,137840.04,0,0
321,0,0,722551.936,0,0
322,0,0,1351162.580982,0,0
323,0,0,171285.698,42629.1058384,0
324,0,0,0,0,0
325,0,0,0,629214,0
326,0,0,2402746.67815017,0,2496.45
327,0,0,779131.136,517.51648632,0
328,0,63649.712683692,103223.34072306,0,0
329,0,0,1128521.87060006,0,0
330,83371.144886784,0,27.8685382,2454.095542496,0
331,0,0,1425555.848,0,0
332,0,0,62549.636,1288473.90836749,0
333,0,0,219277.170855,0,0
334,85692.984055448,0,1369253.38401984,0,0
335,0,0,0,0,0
336,0,0,0,33209.9852863,0
337,0,0,0,0,0
338,0,0,238.982796,0,0
339,0,0,1515161.49939213,0,0
340,207086.3929386,0,550076.9991882,238551.340133316,0
341,0,0,0,0,2285.7513336
342,0,0,1233249.69405611,0,8029.68504552
343,0,0,16379.79,0,0
344,0,0,321208.63497624,0,0
345,0,0,1513835.52,0,0
346,0,0,0,0,0
347,0,0,392888.636928892,0,0
348,0,0,0,0,0
349,0,0,876279.72670506,413.04751852,0
350,286585.41097575,0,0,1236679.59577235,0
351,0,0,615164.356,0,0
352,0,0,3612.952,0,0
353,0,0,312157.74299204,940447.4024946,0
354,0,0,51348.64,53612.83386796,0
355,0,0,251792.076,218093.486965632,0
356,0,0,127492.53,17.37435096,0
357,0,0,10185.32,0,0
358,0,5060.664,290131.486435914,25989.6,0
359,0,0,1043905.132,0,29965.688523348
360,0,0,0,82953.066534975,0
361,0,0,0,0,0
362,0,0,1722579.82,407309.455002996,0
363,0,13039.440833664,1598248.52432875,0,0
364,0,0,0,0,0
365,0,0,0,0,0
366,0,0,132111.36,2228137.64665221,2973.645
367,0,0,0,0,0
368,125213.20442708,0,834511.541100632,0,3430.35617328
369,0,0,402676.4,6624.8,0
370,0,0,0,0,0
371,0,0,0,290269.75930368,0
372,0,0,0,0,0
373,0,0,1072189.35544141,0,0
374,109108.430413642,0,99214.30466808,0,0
375,0,0,777981.2979752,11403,2842.301147712
376,0,0,1601623.616,3196684.57754974,10001.64036564
377,1818.110736728,0,0,3256.428456008,0
378,0,33027.702662864,64322.23766422,0,0
379,0,0,0,0,0
380,72551.483004,0,200174.393565828,0,1305.406306643
381,0,0,0,3410.218252575,0
382,0,0,1030.708997088,0,0
383,204833.143397652,0,874742.85,0,0
384,0,0,0,0,0
385,0,0,501859.5,0,0
386,0,0,0,1077335.13218386,0
387,0,0,0,176430.841454504,3541.453040232
388,0,0,172.7475536,0,0
389,0,0,187682.366698,0,0
390,0,0,546477.657419484,0,0
391,77324.455094224,0,0,9138.944628352,0
392,0,0,20743.5479376,596006.90173983,0
393,0,0,141391.437272442,0,8625.867472026
394,0,0,0,0,0
395,0,0,0,562420.274193384,0
396,0,0,1145682.21209149,0,3146.217
397,84210.240262902,0,251390.214173592,0,996.786355345
398,0,0,214507.8,0,0
399,0,0,645357.24659808,0,0
400,0,0,751590,0.00122635458,0
401,0,0,135116.08,0,2847.7349912
402,241310.903382864,163609.557172897,543536.034436025,64012.28840349,0
403,0,0,0,35971.61125382,0
404,0,0,686429.276,0,0
405,0,0,2987.815369,0,0
406,0,0,0,193829.352244992,0
407,0,0,402430.48,0,2169.55
408,0,0,137166.4,382905.89638956,2672.243839188
409,0,0,66200.930791732,1165759.54255124,0
410,0,0,256961.97,0,0
411,0,0,984992.91,0,1709.841303796
412,0,0,82603.456731194,0,0
413,0,0,0,2247560.83001741,0
414,0,0,182.7091224,0,0
415,0,0,556361.062334188,0,0
416,0,0,0,0,0
417,0,0,0,88528.51546951,0
418,147411.665867088,0,0,1438649.56233398,0
419,0,0,0,215293.95959,524.8282032
420,0,0,0,0,0
421,0,0,0,127247.31107208,0
422,0,0,810944.482,0,0
423,0,0,0,0,0
424,78654.79003089,0,0,0,0
425,0,0,0,222765.017766984,0
426,0,0,1379180.608,0,0
427,0,0,103059.1697616,0,0
428,0,0,822674.458402816,0,0
429,0,0,2878.316,957.6,0
430,0,0,0,0,7876.659328992
431,0,0,463234.35119257,1937.51524716,0
432,0,0,0,0,0
433,0,0,0,15769036.1162094,0
434,0,0,0,2472.176390772,0
435,0,0,158040.32,0,0
436,268849.397718624,8009.952,1231336.18,0,0
437,0,0,2985.024,0.0085096725,0
438,63641.557115496,0,1669509.332,2605470.94462868,0
439,0,0,379298.679301255,0,0
440,0,0,434123.78249816,7166.507415886,2502.452392902
441,0,0,0,0,0
442,0,0,0,0,0
443,87033.844139984,0,0,0,0
444,0,0,0,0,466.195022478
445,0,0,0,116316.140628688,0
446,0,0,0,1743824.58457771,0
447,0,0,1456128.336,0,0
448,0,0,677518.58216612,5792.073763392,0
449,0,0,0,0,0
450,0,0,0,10461.233665344,0
451,0,0,0,0,0
452,0,0,219320.03209854,0,0
453,0,0,762106.302345052,0,0
454,0,0,2765.7,0,9761.856128101
455,0,0,592906.448,0,0
456,122665.052477088,0,0,3627.6977814,0
457,0,0,43509.6,1033331.91465249,0
458,0,0,973077.22,2170348.70350763,0
459,0,0,2953.664,0,0
460,0,0,0,0,2073.8519991
461,0,0,1408216.384,0,0
462,0,5420.592,908392.4,24074.25998256,0
463,0,0,0,15339.06,0
464,0,0,1516669.5,124489.5888236,1473.820769904
465,0,0,334174.49106468,2063112.86378155,0
466,0,0,2915.92,0,0
467,0,0,26.9293192,0,31246.95499359
468,0,0,681.18491712,0,0
469,0,0,406899.06541196,1605.43164517,2206.632543192
470,0,0,0,0,0
471,0,0,0,0,0
472,0,0,619386.716598172,0,0
473,0,0,195353.56498694,0,0
474,0,0,0,0,1868.4032724
475,0,0,0,0,0
476,0,0,189371.38816452,2768.675,0
477,0,0,1658623.38,0,0
478,0,0,2172780.61,0,0
479,0,30708.701433126,128710.96071219,0,0
480,0,0,0,0,0
481,0,0,72048.8,0,0
482,0,0,2223005.496,0,0
483,50870.403245016,0,1723567.70680199,0,0
484,64459.43279904,0,0,946163.272810392,4124.976209215
485,0,0,0,902370.182015913,0
486,0,0,116930,198002.865895857,0
487,0,0,838653.353411367,0,0
488,0,0,222361.04,0,0
489,0,0,240168.5,2351.536606419,0
490,0,0,952976.190157584,0,0
491,0,0,54551.772,0,0
492,0,0,107272.4,0,0
493,0,0,1070041.56612562,0,3342.789157368
494,0,0,117954.96,0,0
495,0,0,648652.080776616,0,0
496,0,0,0,925104.44591598,0
497,0,0,130382.72,95.340896,0
498,49925.6048781,0,112504.732,0,0
499,0,0,265250.43201083,0,0
500,0,0,117340.2140331,0,0
501,0,0,0,256.01407104,0
502,0,0,0,3095.325641954,0
503,0,0,1230917.028,0,0
504,0,0,935473.32,0,0
505,0,0,226566.56,1329946.02077064,0
506,0,0,0,0,0
507,0,0,0,0,0
508,0,0,2919.392,3284281.96896602,0
509,0,0,0,1016404.10575704,0
510,0,0,403501.2,0,0
511,0,0,93821.35088226,3555106.89576078,0
512,203007.46832168,0,55785.62319872,0,0
513,0,0,1644195.964,431819.085159616,0
514,0,0,0,0,0
515,0,0,0,0,0
516,0,0,50.4478944,0,0
517,212126.34464406,3720.096,1465573.40804315,0,0
518,0,0,0,0,0
519,0,0,0,0,0
520,0,0,0,0,0
521,0,0,242691.259897168,0,0
522,0,0,1345582.51400358,29324.244451176,0
523,0,0,168873.6,0,865.597873542
524,0,0,81863.382936432,0,0
525,0,12967.182807138,4109.903128422,1760136.00163506,0
526,0,0,0,53526.357367028,0
527,0,0,1540972.36,1305093.59727256,0
528,0,0,108440,0,0
529,68388.236364564,0,2841.664,0,4255.628419224
530,135654.845660802,0,0,0,3479.01493716
531,0,0,199266.837294,315906.048053232,0
532,0,0,0,0,0
533,0,0,88653.735,0,0
534,0,0,241667.9,0,8010.251758215
535,0,0,131730.72,3552808.90916479,5321.982882944
536,0,0,249519.25,1930.770515688,0
537,0,0,164232,151019.293852182,0
538,0,0,1411989.368,0,0
539,0,0,58081.848,688331.553643548,0
540,0,0,98630.8,0,0
541,0,0,328336.64,29116.316404448,0
542,0,0,264100.2948568,0,0
543,0,0,159141.6123456,2432.77092342,0
544,0,0,3449.479333,3411419.32179703,961.429716632
545,0,0,302639.0539795,836939.915973641,0
546,0,0,55798.4,295716.556820366,1629.520282896
547,0,0,0,8161.524971145,0
548,0,0,3107.832,0,0
549,0,0,0,0,0
550,0,0,0,7893.2557512,0
551,0,0,0,0,543.969558528
552,0,0,497182.5,0,8601.48
553,0,0,305780.752126616,5216.212569932,0
554,209692.208227122,0,64094.088,0,0
555,0,0,1115982.096,177750.47894292,5490.46900341
556,0,3630.48,1431267.55,0,0
557,0,0,0,5031.6985264,0
558,0,8317.744300632,133150.719750704,0,0
559,389357.418434292,0,212833.909507904,10219.0364856,0
560,0,0,959485.95,3689155.60011908,7305.691281864
561,0,0,0,29268.594082728,0
562,0,0,0,0,0
563,0,0,1358425.50637624,0,2401.14235465
564,0,0,1814026.98,0,0
565,0,0,1406587.104,6367.340735938,0
566,97499.933297802,0,109045.78301718,2084726.58732083,0
567,0,0,90431.219461308,23161.689754749,0
568,0,0,918137.4815979,3514482.3853048,0
569,0,0,354000.212212604,0,0
570,0,0,0,0,0
571,0,0,1025696.53690691,0,0
572,0,0,239265.95,0.08326343232,0
573,0,0,0,0,0
574,0,0,64441.50361152,9553.34938376,0
575,0,0,0,0,0
576,66649.383787636,0,0,0,0
577,75868.8396804,0,1760892.5704788,25289.088171368,0
578,0,0,0,1360186.33036104,0
579,0,0,0,0,1870.71701964
580,0,0,475813.719809132,1339381.02274168,0
581,0,0,0,0,0
582,0,0,10715.4,98170.148582784,0
583,0,0,297376.5,0,0
584,0,0,130558.8,4816.654001544,0
585,0,7790.688,1727790.066728,0,4128.476
586,0,0,0,0,4203.140523129
587,0,0,454752.692,7628.97764746,1583.93666592
588,0,0,359300.096501127,28218.811874796,0
589,0,0,0,0,0
590,0,0,700326.544,0,0
591,0,0,0,826480.956168392,0
592,0,15434.43884502,18987.878066924,0,0
593,0,0,0,3562.52221325,0
594,0,0,1158424.7236998,0,0
595,0,0,0,0,0
596,0,0,132554.76,0,2101.948
597,0,0,0,0,0
598,0,0,0,482103.76318176,0
599,225345.874346658,0,791421.48,524.16,0
600,0,0,1397527.248,0,0
601,0,0,793013.339228074,383.735664,0
602,0,0,136486.56,0,0
603,0,0,288013.169228548,0,0
604,0,0,269749.77190805,0,0
605,0,0,0,0,0
606,0,0,0,3194608.05283948,0
607,0,0,171213.9,40639.260708,0
608,0,0,3045,0,0
609,0,0,644987.628,0,0
610,0,0,0,196.56,0
611,0,0,1550065.82451681,12649.14375,0
612,0,0,144159.08,2595389.0485159,0
613,0,0,2065054.94297568,0,0
614,0,24230.248574976,483404.854204467,0,0
615,0,0,511034.42041208,149446.2870846,0
616,0,0,3260431.716,3298268.56780512,0
617,0,0,632061.21407355,10681.379944746,3688.065713968
618,0,0,154169,0,0
619,0,0,589765.18,0,0
620,0,0,0,322581.120893526,0
621,0,0,467927.017034788,511444.551884032,0
622,0,0,354275.7295805,815.944760576,0
623,0,0,101188.46437492,0,0
624,0,0,2780.736,12994.8,0
625,0,0,647184.73,0,0
626,0,0,0,315942.498461448,6097.47
627,0,0,2141.780058275,3361435.86256514,0
628,0,0,802945.85,1655260.37361439,0
629,62618.269465521,0,186811.2,0,0
630,0,0,0,8170.0941968,0
631,0,0,1230845.63450085,0,0
632,0,0,0,0,0
633,0,0,1842675.642,0,0
634,0,0,1384975.11257486,0,0
635,125178.963189432,0,681049.72,12516,0
636,0,0,1407007.472,0,0
637,0,0,0,0,0
638,0,0,0,0,0
639,0,0,2158.22682021,0,0
640,0,0,0,0,0
641,110784.58468623,0,649875.22065068,0,0
642,0,0,43170.06998592,0,0
643,0,0,203.749502,0,0
644,0,0,334484.64,0,888.88856784
645,0,0,1385077.5656403,0,0
646,0,0,159.552904,0,0
647,0,3630.7236688,7328.357169984,4510.2238272,0
648,69488.560703172,0,0,5765.8562962,0
649,0,0,0,0,2115.88864266
650,0,0,0,0,2749.280373504
651,0,0,301754.060264352,254724.662006,0
652,0,0,60689.22,0,0
653,0,0,0,0,33639.640725927
654,0,0,0,0,0
655,126780.383571012,0,0,0,4778.31136068
656,0,0,217445.5205946,57664.210736704,0
657,0,0,234847.7083236,0,0
658,0,0,2280909.56552772,0,0
659,0,0,251399.75,0,0
660,0,0,164461.76,0,0
661,0,0,0,0,0
662,0,0,1155279.4098597,754007.882444544,0
663,0,0,159472.96,0,0
664,0,0,0,0,0
665,142715.880773424,0,0,506014.58425336,0
666,0,0,0,0,0
667,0,0,2849600.654,0,0
668,0,0,570104.207505,0,0
669,0,0,0,0,0
670,0,0,109.7246772,0,0
671,0,0,417893.543817478,0,0
672,0,0,44881.92,352629.080982689,0
673,0,0,162188,0,0
674,0,0,169166.52,0,0
675,0,0,2263919,0,0
676,0,0,283559.735372891,0,0
677,0,0,0,0,0
678,0,0,0,12521286.1339603,0
679,0,0,71852.50243017,0,0
680,0,0,744440.99368,0,0
681,0,0,3261.244,1728018.86412355,0
682,0,0,579876.36103719,0,0
683,142449.63679548,0,0,3778.898323023,0
684,0,0,56025.504,0,0
685,0,0,209443.74,0,0
686,0,0,0,1299.7844496,0
687,0,0,60433.728,14717.31294,0
688,0,0,392443.95,552.1017474,0
689,0,17968.9217575,1149242.3210825,0,0
690,79159.33637151,0,0,775931.431660893,0
691,0,0,706431.52,2653955.80020808,0
692,0,12032.493500508,11609.588295214,0,0
693,0,0,339820.860470252,2652901.49370355,0
694,0,0,88291.610320507,0,0
695,0,0,0,54.10065006,9446.881938632
696,0,8953.2,744941.02039787,7819.035922334,0
697,0,0,1016331.28391028,0,0
698,0,0,1143046.43314372,1251787.22708208,0
699,0,0,0,0,0
700,184541.973077,0,0,0,0
701,0,0,1805259.852,64001.334528768,0
702,0,0,24.272016,0,0
703,0,0,182322.562437392,627.99474598,553.797273195
704,0,0,0,5371049.1643809,3454.5076322
705,0,0,502903.5,0,0
706,0,0,352142.88,0,0
707,0,0,564684.954943214,1692411.88569747,0
708,0,0,249254.75,6.5994558,0
709,0,0,0,351276.640146432,0
710,0,0,471.978946868,4307.081292108,0
711,0,0,0,0,0
712,0,0,3033.044,17570.54857625,0
713,0,0,472292.408,1761277.86681474,0
714,0,0,1079714.38,556542.79653126,0
715,0,0,0,0,0
716,0,0,0,0,0
717,0,0,0,0,0
718,0,0,6582.8,0,0
719,0,0,0,0,0
720,0,10241.4,0,0,0
721,27546.892472736,0,711378.24,1013606.5253314,0
722,0,0,962481.68,0,0
723,0,0,0,0,0
724,0,0,0,0,0
725,0,0,133425.938006982,0,0
726,0,0,1358221.904,0,0
727,0,0,0,4060.928299692,0
728,0,0,740413.8593968,3330.6,0
729,0,0,0,1386668.02330691,0
730,0,0,0,0,0
731,0,0,885437.229232992,0,0
732,0,5019.10409792,20242.47340044,0,0
733,153734.73175872,0,1519663,162805.589689575,0
734,0,0,0,0,0
735,0,0,411307.396241323,0,0
736,0,0,201155.5,0,5988.828
737,0,0,0,0,0
738,0,0,165.3059944,0,0
739,0,0,0,3640.05163168,0
740,0,0,0,0,0
741,0,0,91.44035,0,0
742,0,0,0,3381905.96969534,0
743,0,0,0,714629.873799372,0
744,0,0,0,0,0
745,0,0,249761.731395183,0,0
746,0,0,0,9009,0
747,0,0,128756.76,312609.63246812,0
748,0,0,0,1172.101106848,3160.111521402
749,0,0,439838.872267665,0,0
750,0,0,116801.126588285,0,0
751,0,0,250331.64,29348.55,0
752,0,0,159310.24,0,0
753,0,0,0,1739204.42773556,0
754,0,0,2489.788,413385.37555172,0
755,0,20836.1338533,14652.388884,0,0
756,0,0,1043.37664209,0,1265.076663662
757,0,0,0,0,0
758,109262.924933556,0,0,5382012.7998468,0
759,0,0,116628.11363652,0,0
760,0,0,0,183756.957753719,0
761,0,0,0,0,0
762,0,0,2310858.036,0,0
763,0,0,1206656.24,510062.285923008,0
764,86643.069311652,0,53.138379,0,1305.47843712
765,0,0,2845.668,119427.030492,0
766,0,0,879757.26,0,0
767,0,0,1479183.448,0,0
768,0,0,276801.568,0,0
769,0,0,0,221188.584535968,0
770,0,0,541329.683143224,0,0
