"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.030.099.F",95206,23,"DTXSID7021360",0.028
"HM.1400.040.099.F",89981,74,"DTXSID7021360",0.23
"VE.0100.010.099.F",81700,98,"DTXSID8020913",0.009965527
