"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0400.010.099.F",86370,25,"DTXSID3020205",0.024
"HM.1400.010.050.F",93302,81,"DTXSID7021360",0.127758719
"HM.1400.040.099.F",89981,17,"DTXSID7021360",0.23
"CP.1200.030.099.F",1820,77,"DTXSID8020462",0.077906333
