"puc","product_id","formulation_id","chemical","mass.fraction"
"VE.0100.020.099.F",82773,83,"DTXSID2021781",0.02809995
"HM.2000.040.050.F",95141,23,"DTXSID7021360",0.564
"VE.0100.010.050.F",81894,4,"DTXSID7021360",0.1
"CP.1200.060.052.F",2674,88,"DTXSID8020462",0.007941006
"EL.0300.050.099.F",96385,18,"DTXSID8020462",0.042342705
