"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.010.050.F",76234,48,"DTXSID7021360",0.04
"HM.1400.040.099.F",90001,16,"DTXSID7021360",0.676
"HM.1400.010.041.F",91806,9,"DTXSID8020462",0.000536056
