"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0800.010.099.F",87074,24,"DTXSID7021360",0.38
"VE.0100.010.050.F",81861,23,"DTXSID7021360",0.1
"CP.1200.060.099.F",74571,74,"DTXSID8020462",0.03053617
