"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.030.099.F",95206,99,"DTXSID7021360",0.028
"HM.1400.010.050.F",93452,70,"DTXSID7021360",0.146618549
"AC.0500.040.099.F",77022,33,"DTXSID8020913",0.007686195
"VE.0400.040.099.F",83203,73,"DTXSID8020913",0.010627505
