"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.040.099.F",77241,87,"DTXSID3020205",0.048884004
"AC.0500.030.099.F",76340,48,"DTXSID7021360",0.24
"AC.0500.040.099.F",77241,87,"DTXSID7021360",0.034639826
"HM.1400.040.099.F",90071,15,"DTXSID7021360",0.21117737
"CP.1200.060.052.F",1346,47,"DTXSID8020462",0.000287992
