"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.040.099.F",76843,35,"DTXSID3020205",0.016894329
"AC.0500.010.050.F",76234,29,"DTXSID7021360",0.04
"AC.0500.040.099.F",76843,35,"DTXSID7021360",0.058462847
"HM.1400.040.099.F",90012,75,"DTXSID7021360",0.59
"EL.0300.050.099.F",97461,60,"DTXSID8020462",0.030924302
