"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.010.050.F",76234,66,"DTXSID7021360",0.04
"AC.0500.040.099.F",76730,83,"DTXSID7021360",0.166870025
"HM.1400.040.099.F",90001,84,"DTXSID7021360",0.676
"VE.0400.040.099.F",83320,34,"DTXSID7021360",0.239232064
"VE.0500.050.099.F",85545,2,"DTXSID7021360",1.48e-05
"EL.0300.050.099.F",96881,69,"DTXSID8020462",0.02
