"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.030.099.F",95206,67,"DTXSID7021360",0.028
"HM.1400.040.099.F",90012,77,"DTXSID7021360",0.59
"CP.1200.060.052.F",1025,95,"DTXSID8020462",0.031766838
"AC.0500.040.099.F",77135,81,"DTXSID8020913",0.004545888
