"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.010.050.F",76303,76,"DTXSID2021781",0.034814421
"HM.0800.010.050.F",87165,68,"DTXSID7021360",0.344
"VE.0400.040.099.F",83262,73,"DTXSID7021360",0.199216022
"AC.0500.040.099.F",76544,97,"DTXSID8020913",0.009984795
