"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.010.050.F",76303,86,"DTXSID2021781",0.026359822
"HM.0100.030.099.F",95206,91,"DTXSID7021360",0.028
"HM.1400.040.099.F",89981,98,"DTXSID7021360",0.23
"EL.0300.050.099.F",96881,30,"DTXSID8020462",0.02
"VE.0500.020.099.F",80993,89,"DTXSID8020462",0.6
"AC.0500.040.099.F",76901,84,"DTXSID8020913",0.006635207
