"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0400.010.099.F",86370,32,"DTXSID3020205",0.024
"HM.1400.040.099.F",90071,62,"DTXSID7021360",0.472862347
"CP.1200.060.052.F",996,98,"DTXSID8020462",0.01544796
"AC.0500.040.099.F",76672,84,"DTXSID8020913",0.006133557
