"puc","product_id","formulation_id","chemical","mass.fraction"
"HM.0100.020.099.F",87694,82,"DTXSID7021360",0.729
"HM.0800.010.099.F",87085,73,"DTXSID7021360",0.16
"HM.1400.040.099.F",89981,88,"DTXSID7021360",0.23
