"puc","product_id","formulation_id","chemical","mass.fraction"
"AC.0500.010.050.F",76234,5,"DTXSID7021360",0.04
"HM.0800.010.050.F",87176,53,"DTXSID7021360",0.25
"HM.1400.040.099.F",90071,92,"DTXSID7021360",0.418663376
"CP.1200.030.099.F",1820,12,"DTXSID8020462",0.000975734
