"house.num","DTXSID2021781","DTXSID3020205","DTXSID7021360","DTXSID8020462","DTXSID8020913"
735,0,0,353718.688,0,0
736,0,0,0,0,5988.828
739,0,0,0,3640.05163168,0
741,0,0,0,0,0
745,0,0,151090.96360065,0,0
748,0,0,0,0,0
749,0,0,377227.668,0,0
750,0,0,10390.02,0,0
751,0,0,250331.64,0,0
752,0,0,159310.24,0,0
754,0,0,2489.788,0,0
756,0,0,0,0,0
759,0,0,116628.11363652,0,0
761,0,0,0,0,0
762,0,0,1446455.636,0,0
763,0,0,1206656.24,0,0
764,0,0,0,0,0
765,0,0,2845.668,0,0
766,0,0,879757.26,0,0
767,0,0,1378075.648,0,0
768,0,0,276801.568,0,0
770,0,0,216654.729057192,0,0
771,0,0,1208312.2482243,71.3013272,0
772,0,0,2323573.7495433,0,0
773,0,0,147640.342213776,0,0
774,0,0,0,0,0
775,0,0,338840.944,0,0
776,0,0,25040.64,0,0
777,0,0,1030600.024,0,0
778,0,0,0,0,0
779,0,0,0,0,0
780,0,0,0,0,0
781,0,0,766511.264,0,0
782,0,0,61807.632,0,0
783,0,0,0,0,0
784,0,0,0,0,0
785,0,0,5156.178797457,0,0
787,0,0,1273475,0,0
788,0,0,0,0,0
789,0,0,971684.3739709,0,0
791,0,0,87820.451736336,0,0
793,0,0,0,0,0
794,0,0,0,82392.416943325,0
795,0,0,320136.72430551,0,0
796,0,0,0,0,0
801,0,0,6325.368,0,0
804,0,0,58031.428525924,0,0
805,0,0,58680.252,0,0
806,0,0,3185.168,0,0
807,0,0,1737673.0356824,0,0
808,0,0,1112149.95,0,0
809,0,0,155963.68,0,0
810,0,0,149623.8,0,0
811,0,0,978492.752,0,0
812,0,0,3306.884,0,0
814,0,0,50014.346032884,0,0
815,0,0,1374721.712,0,0
817,0,0,100248.921450344,0,0
818,0,0,61915.92,0,0
819,0,0,59258.916,0,0
822,0,0,774332.84,0,0
824,0,0,1090886.912,0,0
825,0,0,0,0,0
826,0,0,0,0,0
828,0,0,30789.632,0,0
831,0,0,698778.208,0,0
832,0,0,1320015.20098646,0,0
833,0,0,56760.396,0,0
835,0,0,8752.022362384,0,0
836,0,0,743507.25,0,0
837,0,0,611035.448,0,0
838,0,0,118967.904,0,0
842,0,0,680620.512,0,0
843,0,0,0,0,0
844,0,0,107570.3689004,0,0
847,0,0,34992.58,0,0
848,0,0,1500945.728,0,0
849,0,0,611304.95497128,0,0
850,0,0,781536.52,61250.436848788,0
852,0,0,579196.291501072,0,0
853,0,0,46436.7,0,0
854,0,0,0,0,0
855,0,0,470388.64,0,0
856,0,0,49574.661577056,0,0
858,0,0,0,0,0
859,0,0,10340.2385975,0,0
860,0,0,148432.9,0,0
861,0,0,80002,0,0
862,0,0,6194.832,0,0
864,0,0,2553959.192,0,0
865,0,0,184355.328,0,0
866,0,0,1012239.696,0,0
867,0,0,2086182.996,0,0
869,0,0,0,0,0
873,0,0,1119240.54,0,0
874,0,0,1206295,54012.078268902,0
876,0,0,0,0,0
877,0,0,808784.56,0,0
879,0,0,409048.806,0,0
881,0,0,139514.36,0,0
882,0,0,1267349.21628589,0,0
883,0,0,63017.412,0,0
885,0,0,165583.147792419,0,0
887,0,0,2891.504,0,0
888,0,0,494445,0,0
890,0,0,707515.896,0,0
893,0,0,585904.22,0,0
894,0,0,66284.664,0,0
895,0,0,1523619.424,0,0
896,0,0,183984.606069476,0,0
897,0,0,2401.28,0,0
898,0,0,539430.876,0,0
899,0,0,0,0,0
900,0,0,55045.836,0,0
901,0,0,878654.55,0,0
904,0,0,2954.392,0,0
906,0,0,0,146451.7026705,0
909,0,0,454461.385079037,0,0
910,0,0,2175739.8,83925.861186042,0
911,0,0,694367.44,0,0
912,0,0,1722073.2,0,0
913,0,0,0,0,0
914,0,0,0,0,0
915,0,0,998122,52583.13104544,0
916,0,0,0,0,0
917,0,0,0,0,0
919,0,0,408860,0,0
920,0,0,1268811.52,0,0
925,0,0,0,0,0
926,0,0,838977.096333984,0,0
930,0,0,51729.130588122,0,0
931,0,0,0,0,0
932,0,0,257320.75,0,0
933,0,0,1459955,0,0
937,0,0,62018.004,42034.266978,0
939,0,0,0,0,0
941,0,0,0,0,0
942,0,0,750848.84,0,0
943,0,0,0,0,0
944,12978.16982718,0,0,0,0
945,0,0,0,0,0
946,0,0,635338.828296272,0,0
947,0,0,501456.5,0,0
948,0,0,59252.712,0,0
950,0,0,1635314.28023316,0,0
953,0,0,1402543.168,0,0
954,0,0,0,0,0
955,0,0,0,0,0
956,0,0,212314.51,0,0
959,0,0,1123482.672,0,0
966,0,0,676984.256,0,0
967,0,0,1335386.782,0,2551.89
972,0,8758.464,1107936.5684916,0,0
975,0,0,297069.468,0,968.682
976,0,0,582444.14,0,0
978,0,0,825661.13,0,0
982,0,0,495720.96,0,0
984,0,0,593343.412,0,0
985,0,0,0,0,0
